year,rank,title,artist,title_clean,artist_clean,primary_artist
2018,98,"""IDGAF""",Dua Lipa,idgaf,dua lipa,dua lipa
2018,99,"""Mi Gente""",J Balvin and Willy William featuring Beyoncé,mi gente,j balvin and willy william featuring beyoncé,j balvin and willy william
2018,100,"""Believer""",Imagine Dragons,believer,imagine dragons,imagine dragons
2019,1,"""Old Town Road""",Lil Nas X featuring Billy Ray Cyrus,old town road,lil nas x featuring billy ray cyrus,lil nas x
2019,2,"""Sunflower""",Post Malone and Swae Lee,sunflower,post malone and swae lee,post malone and swae lee
2019,3,"""Without Me""",Halsey,without me,halsey,halsey
2019,4,"""Bad Guy""",Billie Eilish,bad guy,billie eilish,billie eilish
2019,5,"""Wow""",Post Malone,wow,post malone,post malone
2019,6,"""Happier""",Marshmello and Bastille,happier,marshmello and bastille,marshmello and bastille
2019,7,"""7 Rings""",Ariana Grande,7 rings,ariana grande,ariana grande
2019,8,"""Talk""",Khalid,talk,khalid,khalid
2019,9,"""Sicko Mode""",Travis Scott,sicko mode,travis scott,travis scott
2019,10,"""Sucker""",Jonas Brothers,sucker,jonas brothers,jonas brothers
2019,11,"""High Hopes""",Panic! at the Disco,high hopes,panic! at the disco,panic! at the disco
2019,12,"""Thank U, Next""",Ariana Grande,"thank u, next",ariana grande,ariana grande
2019,13,"""Truth Hurts""",Lizzo,truth hurts,lizzo,lizzo
2019,14,"""Dancing with a Stranger""",Sam Smith and Normani,dancing with a stranger,sam smith and normani,sam smith and normani
2019,15,"""Señorita""",Shawn Mendes and Camila Cabello,señorita,shawn mendes and camila cabello,shawn mendes and camila cabello
2019,16,"""I Don't Care""",Ed Sheeran and Justin Bieber,i don't care,ed sheeran and justin bieber,ed sheeran and justin bieber
2019,17,"""Eastside""","Benny Blanco, Halsey and Khalid",eastside,"benny blanco, halsey and khalid","benny blanco, halsey and khalid"
2019,18,"""Going Bad""",Meek Mill featuring Drake,going bad,meek mill featuring drake,meek mill
2019,19,"""Shallow""",Lady Gaga and Bradley Cooper,shallow,lady gaga and bradley cooper,lady gaga and bradley cooper
2019,20,"""Better""",Khalid,better,khalid,khalid
2019,21,"""No Guidance""",Chris Brown featuring Drake,no guidance,chris brown featuring drake,chris brown
2019,22,"""Girls Like You""",Maroon 5 featuring Cardi B,girls like you,maroon 5 featuring cardi b,maroon 5
2019,23,"""Sweet but Psycho""",Ava Max,sweet but psycho,ava max,ava max
2019,24,"""Suge""",DaBaby,suge,dababy,dababy
2019,25,"""Middle Child""",J. Cole,middle child,j. cole,j. cole
2019,26,"""Drip Too Hard""",Lil Baby and Gunna,drip too hard,lil baby and gunna,lil baby and gunna
2019,27,"""Someone You Loved""",Lewis Capaldi,someone you loved,lewis capaldi,lewis capaldi
2019,28,"""Ransom""",Lil Tecca,ransom,lil tecca,lil tecca
2019,29,"""If I Can't Have You""",Shawn Mendes,if i can't have you,shawn mendes,shawn mendes
2019,30,"""Goodbyes""",Post Malone featuring Young Thug,goodbyes,post malone featuring young thug,post malone
2019,31,"""Zeze""",Kodak Black featuring Travis Scott and Offset,zeze,kodak black featuring travis scott and offset,kodak black
2019,32,"""Better Now""",Post Malone,better now,post malone,post malone
2019,33,"""Youngblood""",5 Seconds of Summer,youngblood,5 seconds of summer,5 seconds of summer
2019,34,"""Money in the Grave""",Drake featuring Rick Ross,money in the grave,drake featuring rick ross,drake
2019,35,"""Speechless""",Dan + Shay,speechless,dan + shay,dan + shay
2019,36,"""Break Up with Your Girlfriend, I'm Bored""",Ariana Grande,"break up with your girlfriend, i'm bored",ariana grande,ariana grande
2019,37,"""Please Me""",Cardi B and Bruno Mars,please me,cardi b and bruno mars,cardi b and bruno mars
2019,38,"""Money""",Cardi B,money,cardi b,cardi b
2019,39,"""You Need to Calm Down""",Taylor Swift,you need to calm down,taylor swift,taylor swift
2019,40,"""Panini""",Lil Nas X,panini,lil nas x,lil nas x
2019,41,"""Look Back at It""",A Boogie wit da Hoodie,look back at it,a boogie wit da hoodie,a boogie wit da hoodie
2019,42,"""A Lot""",21 Savage,a lot,21 savage,21 savage
2019,43,"""Me!""",Taylor Swift featuring Brendon Urie,me!,taylor swift featuring brendon urie,taylor swi
2019,44,"""Mia""",Bad Bunny featuring Drake,mia,bad bunny featuring drake,bad bunny
2019,45,"""Pop Out""",Polo G featuring Lil Tjay,pop out,polo g featuring lil tjay,polo g
2019,46,"""Beautiful Crazy""",Luke Combs,beautiful crazy,luke combs,luke combs
2019,47,"""Thotiana""",Blueface,thotiana,blueface,blueface
2019,48,"""Lucid Dreams""",Juice Wrld,lucid dreams,juice wrld,juice wrld
2019,49,"""Mo Bamba""",Sheck Wes,mo bamba,sheck wes,sheck wes
2019,50,"""Beautiful People""",Ed Sheeran featuring Khalid,beautiful people,ed sheeran featuring khalid,ed sheeran
2019,51,"""Wake Up in the Sky""","Gucci Mane, Bruno Mars and Kodak Black",wake up in the sky,"gucci mane, bruno mars and kodak black","gucci mane, bruno mars and kodak black"
2019,52,"""Whiskey Glasses""",Morgan Wallen,whiskey glasses,morgan wallen,morgan wallen
2019,53,"""God's Country""",Blake Shelton,god's country,blake shelton,blake shelton
2019,54,"""Be Alright""",Dean Lewis,be alright,dean lewis,dean lewis
2019,55,"""Pure Water""",Mustard and Migos,pure water,mustard and migos,mustard and migos
2019,56,"""The Git Up""",Blanco Brown,the git up,blanco brown,blanco brown
2019,57,"""Taki Taki""","DJ Snake featuring Selena Gomez, Ozuna and Cardi B",taki taki,"dj snake featuring selena gomez, ozuna and cardi b",dj snake
2019,58,"""Close to Me""",Ellie Goulding and Diplo featuring Swae Lee,close to me,ellie goulding and diplo featuring swae lee,ellie goulding and diplo
2019,59,"""Envy Me""",Calboy,envy me,calboy,calboy
2019,60,"""You Say""",Lauren Daigle,you say,lauren daigle,lauren daigle
2019,61,"""Hey Look Ma, I Made It""",Panic! at the Disco,"hey look ma, i made it",panic! at the disco,panic! at the disco
2019,62,"""Circles""",Post Malone,circles,post malone,post malone
2019,63,"""Beer Never Broke My Heart""",Luke Combs,beer never broke my heart,luke combs,luke combs
2019,64,"""The London""","Young Thug, J. Cole and Travis Scott",the london,"young thug, j. cole and travis scott","young thug, j. cole and travis scott"
2019,65,"""Con Calma""",Daddy Yankee and Katy Perry featuring Snow,con calma,daddy yankee and katy perry featuring snow,daddy yankee and katy perry
2019,66,"""Murder on My Mind""",YNW Melly,murder on my mind,ynw melly,ynw melly
2019,67,"""When the Party's Over""",Billie Eilish,when the party's over,billie eilish,billie eilish
2019,68,"""Act Up""",City Girls,act up,city girls,city girls
2019,69,"""I Like It""","Cardi B, Bad Bunny and J Balvin",i like it,"cardi b, bad bunny and j balvin","cardi b, bad bunny and j balvin"
2019,70,"""Trampoline""",Shaed,trampoline,shaed,shaed
2019,71,"""Leave Me Alone""",Flipp Dinero,leave me alone,flipp dinero,flipp dinero
2019,72,"""Breathin""",Ariana Grande,breathin,ariana grande,ariana grande
2019,73,"""Bury a Friend""",Billie Eilish,bury a friend,billie eilish,billie eilish
2019,74,"""Close Friends""",Lil Baby,close friends,lil baby,lil baby
2019,75,"""Baby Shark""",Pinkfong,baby shark,pinkfong,pinkfong
2019,76,"""My Type""",Saweetie,my type,saweetie,saweetie
2019,77,"""Worth It""",YK Osiris,worth it,yk osiris,yk osiris
2019,78,"""Only Human""",Jonas Brothers,only human,jonas brothers,jonas brothers
2019,79,"""Knockin' Boots""",Luke Bryan,knockin' boots,luke bryan,luke bryan
2019,80,"""Trip""",Ella Mai,trip,ella mai,ella mai
2019,81,"""Rumor""",Lee Brice,rumor,lee brice,lee brice
2019,82,"""Swervin""",A Boogie wit da Hoodie featuring 6ix9ine,swervin,a boogie wit da hoodie featuring 6ix9ine,a boogie wit da hoodie
2019,83,"""How Do You Sleep?""",Sam Smith,how do you sleep?,sam smith,sam smith
2019,84,"""Baby""",Lil Baby and DaBaby,baby,lil baby and dababy,lil baby and dababy
2019,85,"""Look What God Gave Her""",Thomas Rhett,look what god gave her,thomas rhett,thomas rhett
2019,86,"""Good as You""",Kane Brown,good as you,kane brown,kane brown
2019,87,"""Clout""",Offset featuring Cardi B,clout,offset featuring cardi b,offset
2019,88,"""Love Lies""",Khalid and Normani,love lies,khalid and normani,khalid and normani
2019,89,"""One Thing Right""",Marshmello and Kane Brown,one thing right,marshmello and kane brown,marshmello and kane brown
2019,90,"""Cash Shit""",Megan Thee Stallion featuring DaBaby,cash shit,megan thee stallion featuring dababy,megan thee stallion
2019,91,"""Tequila""",Dan + Shay,tequila,dan + shay,dan + shay
2019,92,"""Shotta Flow""",NLE Choppa,shotta flow,nle choppa,nle choppa
2019,93,"""Hot Girl Summer""",Megan Thee Stallion featuring Nicki Minaj and Ty Dolla Sign,hot girl summer,megan thee stallion featuring nicki minaj and ty dolla sign,megan thee stallion
2019,94,"""Talk You Out of It""",Florida Georgia Line,talk you out of it,florida georgia line,florida georgia line
2019,95,"""Beautiful""",Bazzi featuring Camila Cabello,beautiful,bazzi featuring camila cabello,bazzi
2019,96,"""Eyes on You""",Chase Rice,eyes on you,chase rice,chase rice
2019,97,"""All to Myself""",Dan + Shay,all to myself,dan + shay,dan + shay
2019,98,"""Boyfriend""",Ariana Grande and Social House,boyfriend,ariana grande and social house,ariana grande and social house
2019,99,"""Walk Me Home""",Pink,walk me home,pink,pink
2019,100,"""Robbery""",Juice Wrld,robbery,juice wrld,juice wrld
2020,1,"""Blinding Lights""",The Weeknd,blinding lights,the weeknd,the weeknd
2020,2,"""Circles""",Post Malone,circles,post malone,post malone
2020,3,"""The Box""",Roddy Ricch,the box,roddy ricch,roddy ricch
2020,4,"""Don't Start Now""",Dua Lipa,don't start now,dua lipa,dua lipa
2020,5,"""Rockstar""",DaBaby featuring Roddy Ricch,rockstar,dababy featuring roddy ricch,dababy
2020,6,"""Adore You""",Harry Styles,adore you,harry styles,harry styles
2020,7,"""Life Is Good""",Future featuring Drake,life is good,future featuring drake,future
2020,8,"""Memories""",Maroon 5,memories,maroon 5,maroon 5
2020,9,"""The Bones""",Maren Morris,the bones,maren morris,maren morris
2020,10,"""Someone You Loved""",Lewis Capaldi,someone you loved,lewis capaldi,lewis capaldi
2020,11,"""Say So""",Doja Cat,say so,doja cat,doja cat
2020,12,"""I Hope""",Gabby Barrett featuring Charlie Puth,i hope,gabby barrett featuring charlie puth,gabby barrett
2020,13,"""Whats Poppin""","Jack Harlow featuring DaBaby, Tory Lanez and Lil Wayne",whats poppin,"jack harlow featuring dababy, tory lanez and lil wayne",jack harlow
2020,14,"""Dance Monkey""",Tones and I,dance monkey,tones and i,tones and i
2020,15,"""Savage""",Megan Thee Stallion featuring Beyoncé,savage,megan thee stallion featuring beyoncé,megan thee stallion
2020,16,"""Roxanne""",Arizona Zervas,roxanne,arizona zervas,arizona zervas
2020,17,"""Intentions""",Justin Bieber featuring Quavo,intentions,justin bieber featuring quavo,justin bieber
2020,18,"""Everything I Wanted""",Billie Eilish,everything i wanted,billie eilish,billie eilish
2020,19,"""Roses (Imanbek remix)""",Saint Jhn,roses (imanbek remix),saint jhn,saint jhn
2020,20,"""Watermelon Sugar""",Harry Styles,watermelon sugar,harry styles,harry styles
2020,21,"""Before You Go""",Lewis Capaldi,before you go,lewis capaldi,lewis capaldi
2020,22,"""Falling""",Trevor Daniel,falling,trevor daniel,trevor daniel
2020,23,"""10,000 Hours""",Dan + Shay and Justin Bieber,"10,000 hours",dan + shay and justin bieber,dan + shay and justin bieber
2020,24,"""WAP""",Cardi B featuring Megan Thee Stallion,wap,cardi b featuring megan thee stallion,cardi b
2020,25,"""Ballin'""",Mustard and Roddy Ricch,ballin',mustard and roddy ricch,mustard and roddy ricch
2020,26,"""Hot Girl Bummer""",Blackbear,hot girl bummer,blackbear,blackbear
2020,27,"""Blueberry Faygo""",Lil Mosey,blueberry faygo,lil mosey,lil mosey
2020,28,"""Heartless""",The Weeknd,heartless,the weeknd,the weeknd
2020,29,"""Bop""",DaBaby,bop,dababy,dababy
2020,30,"""Lose You to Love Me""",Selena Gomez,lose you to love me,selena gomez,selena gomez
2020,31,"""Good as Hell""",Lizzo,good as hell,lizzo,lizzo
2020,32,"""Toosie Slide""",Drake,toosie slide,drake,drake
2020,33,"""Break My Heart""",Dua Lipa,break my heart,dua lipa,dua lipa
2020,34,"""Chasin' You""",Morgan Wallen,chasin' you,morgan wallen,morgan wallen
2020,35,"""Savage Love (Laxed – Siren Beat)""",Jawsh 685 and Jason Derulo,savage love (laxed – siren beat),jawsh 685 and jason derulo,jawsh 685 and jason derulo
2020,36,"""No Guidance""",Chris Brown featuring Drake,no guidance,chris brown featuring drake,chris brown
2020,37,"""My Oh My""",Camila Cabello featuring DaBaby,my oh my,camila cabello featuring dababy,camila cabello
2020,38,"""Dynamite""",BTS,dynamite,bts,bts
2020,39,"""Go Crazy""",Chris Brown and Young Thug,go crazy,chris brown and young thug,chris brown and young thug
2020,40,"""High Fashion""",Roddy Ricch featuring Mustard,high fashion,roddy ricch featuring mustard,roddy ricch
2020,41,"""Laugh Now Cry Later""",Drake featuring Lil Durk,laugh now cry later,drake featuring lil durk,drake
2020,42,"""Woah""",Lil Baby,woah,lil baby,lil baby
2020,43,"""Death Bed""",Powfu featuring Beabadoobee,death bed,powfu featuring beabadoobee,powfu
2020,44,"""Señorita""",Shawn Mendes and Camila Cabello,señorita,shawn mendes and camila cabello,shawn mendes and camila cabello
2020,45,"""Highest in the Room""",Travis Scott,highest in the room,travis scott,travis scott
2020,46,"""Bad Guy""",Billie Eilish,bad guy,billie eilish,billie eilish
2020,47,"""Mood""",24kGoldn featuring Iann Dior,mood,24kgoldn featuring iann dior,24kgoldn
2020,48,"""Rain on Me""",Lady Gaga and Ariana Grande,rain on me,lady gaga and ariana grande,lady gaga and ariana grande
2020,49,"""For the Night""",Pop Smoke featuring Lil Baby and DaBaby,for the night,pop smoke featuring lil baby and dababy,pop smoke
2020,50,"""Ritmo (Bad Boys for Life)""",Black Eyed Peas and J Balvin,ritmo (bad boys for life),black eyed peas and j balvin,black eyed peas and j balvin
2020,51,"""Heart on Ice""",Rod Wave,heart on ice,rod wave,rod wave
2020,52,"""Nobody but You""",Blake Shelton and Gwen Stefani,nobody but you,blake shelton and gwen stefani,blake shelton and gwen stefani
2020,53,"""Trampoline""",Shaed,trampoline,shaed,shaed
2020,54,"""Come & Go""",Juice Wrld and Marshmello,come & go,juice wrld and marshmello,juice wrld and marshmello
2020,55,"""Truth Hurts""",Lizzo,truth hurts,lizzo,lizzo
2020,56,"""If the World Was Ending""",JP Saxe featuring Julia Michaels,if the world was ending,jp saxe featuring julia michaels,jp saxe
2020,57,"""We Paid""",Lil Baby and 42 Dugg,we paid,lil baby and 42 dugg,lil baby and 42 dugg
2020,58,"""Yummy""",Justin Bieber,yummy,justin bieber,justin bieber
2020,59,"""One Man Band""",Old Dominion,one man band,old dominion,old dominion
2020,60,"""Got What I Got""",Jason Aldean,got what i got,jason aldean,jason aldean
2020,61,"""Sunday Best""",Surfaces,sunday best,surfaces,surfaces
2020,62,"""Godzilla""",Eminem featuring Juice Wrld,godzilla,eminem featuring juice wrld,eminem
2020,63,"""Bandit""",Juice Wrld and YoungBoy Never Broke Again,bandit,juice wrld and youngboy never broke again,juice wrld and youngboy never broke again
2020,64,"""Party Girl""",StaySolidRocky,party girl,staysolidrocky,staysolidrocky
2020,65,"""Die from a Broken Heart""",Maddie & Tae,die from a broken heart,maddie & tae,maddie
2020,66,"""Popstar""",DJ Khaled featuring Drake,popstar,dj khaled featuring drake,dj khaled
2020,67,"""All I Want for Christmas Is You""",Mariah Carey,all i want for christmas is you,mariah carey,mariah carey
2020,68,"""One of Them Girls""",Lee Brice,one of them girls,lee brice,lee brice
2020,69,"""Hard to Forget""",Sam Hunt,hard to forget,sam hunt,sam hunt
2020,70,"""One Margarita""",Luke Bryan,one margarita,luke bryan,luke bryan
2020,71,"""Panini""",Lil Nas X,panini,lil nas x,lil nas x
2020,72,"""Hot""",Young Thug featuring Gunna,hot,young thug featuring gunna,young thug
2020,73,"""I Hope You're Happy Now""",Carly Pearce and Lee Brice,i hope you're happy now,carly pearce and lee brice,carly pearce and lee brice
2020,74,"""Emotionally Scarred""",Lil Baby,emotionally scarred,lil baby,lil baby
2020,75,"""Suicidal""",YNW Melly featuring Juice Wrld,suicidal,ynw melly featuring juice wrld,ynw melly
2020,76,"""The Bigger Picture""",Lil Baby,the bigger picture,lil baby,lil baby
2020,77,"""Only Human""",Jonas Brothers,only human,jonas brothers,jonas brothers
2020,78,"""The Woo""",Pop Smoke featuring 50 Cent and Roddy Ricch,the woo,pop smoke featuring 50 cent and roddy ricch,pop smoke
2020,79,"""Sum 2 Prove""",Lil Baby,sum 2 prove,lil baby,lil baby
2020,80,"""Stuck with U""",Ariana Grande and Justin Bieber,stuck with u,ariana grande and justin bieber,ariana grande and justin bieber
2020,81,"""Mood Swings""",Pop Smoke featuring Lil Tjay,mood swings,pop smoke featuring lil tjay,pop smoke
2020,82,"""You Should Be Sad""",Halsey,you should be sad,halsey,halsey
2020,83,"""Dior""",Pop Smoke,dior,pop smoke,pop smoke
2020,84,"""Supalonely""",Benee featuring Gus Dapperton,supalonely,benee featuring gus dapperton,benee
2020,85,"""Even Though I'm Leaving""",Luke Combs,even though i'm leaving,luke combs,luke combs
2020,86,"""The Scotts""",The Scotts (Travis Scott and Kid Cudi),the scotts,the scotts (travis scott and kid cudi),the scotts (travis scott and kid cudi)
2020,87,"""Juicy""",Doja Cat and Tyga,juicy,doja cat and tyga,doja cat and tyga
2020,88,"""Be Like That""","Kane Brown, Swae Lee and Khalid",be like that,"kane brown, swae lee and khalid","kane brown, swae lee and khalid"
2020,89,"""Homesick""",Kane Brown,homesick,kane brown,kane brown
2020,90,"""Rags2Riches""",Rod Wave featuring ATR Son Son,rags2riches,rod wave featuring atr son son,rod wave
2020,91,"""Bluebird""",Miranda Lambert,bluebird,miranda lambert,miranda lambert
2020,92,"""Wishing Well""",Juice Wrld,wishing well,juice wrld,juice wrld
2020,93,"""Does to Me""",Luke Combs featuring Eric Church,does to me,luke combs featuring eric church,luke combs
2020,94,"""Pussy Fairy (OTW)""",Jhené Aiko,pussy fairy (otw),jhené aiko,jhené aiko
2020,95,"""ILY (I Love You Baby)""",Surf Mesa featuring Emilee,ily (i love you baby),surf mesa featuring emilee,surf mesa
2020,96,"""More Than My Hometown""",Morgan Wallen,more than my hometown,morgan wallen,morgan wallen
2020,97,"""Lovin' on You""",Luke Combs,lovin' on you,luke combs,luke combs
2020,98,"""Said Sum""",Moneybagg Yo,said sum,moneybagg yo,moneybagg yo
2020,99,"""Slide""",H.E.R. featuring YG,slide,h.e.r. featuring yg,h.e.r.
2020,100,"""Walk Em Down""",NLE Choppa featuring Roddy Ricch,walk em down,nle choppa featuring roddy ricch,nle choppa
2021,1,"""Levitating""",Dua Lipa,levitating,dua lipa,dua lipa
2021,2,"""Save Your Tears""",The Weeknd and Ariana Grande,save your tears,the weeknd and ariana grande,the weeknd and ariana grande
2021,3,"""Blinding Lights""",The Weeknd,blinding lights,the weeknd,the weeknd
2021,4,"""Mood""",24kGoldn featuring Iann Dior,mood,24kgoldn featuring iann dior,24kgoldn
2021,5,"""Good 4 U""",Olivia Rodrigo,good 4 u,olivia rodrigo,olivia rodrigo
2021,6,"""Kiss Me More""",Doja Cat featuring SZA,kiss me more,doja cat featuring sza,doja cat
2021,7,"""Leave the Door Open""",Silk Sonic (Bruno Mars and Anderson .Paak),leave the door open,silk sonic (bruno mars and anderson .paak),silk sonic (bruno mars and anderson .paak)
2021,8,"""Drivers License""",Olivia Rodrigo,drivers license,olivia rodrigo,olivia rodrigo
2021,9,"""Montero (Call Me by Your Name)""",Lil Nas X,montero (call me by your name),lil nas x,lil nas x
2021,10,"""Peaches""",Justin Bieber featuring Daniel Caesar and Giveon,peaches,justin bieber featuring daniel caesar and giveon,justin bieber
2021,11,"""Butter""",BTS,butter,bts,bts
2021,12,"""Stay""",The Kid Laroi and Justin Bieber,stay,the kid laroi and justin bieber,the kid laroi and justin bieber
2021,13,"""Deja Vu""",Olivia Rodrigo,deja vu,olivia rodrigo,olivia rodrigo
2021,14,"""Positions""",Ariana Grande,positions,ariana grande,ariana grande
2021,15,"""Bad Habits""",Ed Sheeran,bad habits,ed sheeran,ed sheeran
2021,16,"""Heat Waves""",Glass Animals,heat waves,glass animals,glass animals
2021,17,"""Without You""",The Kid Laroi,without you,the kid laroi,the kid laroi
2021,18,"""Forever After All""",Luke Combs,forever after all,luke combs,luke combs
2021,19,"""Go Crazy""",Chris Brown and Young Thug,go crazy,chris brown and young thug,chris brown and young thug
2021,20,"""Astronaut in the Ocean""",Masked Wolf,astronaut in the ocean,masked wolf,masked wolf
2021,21,"""34+35""",Ariana Grande featuring Doja Cat and Megan Thee Stallion,34+35,ariana grande featuring doja cat and megan thee stallion,ariana grande
2021,22,"""What You Know Bout Love""",Pop Smoke,what you know bout love,pop smoke,pop smoke
2021,23,"""My Ex's Best Friend""",Machine Gun Kelly featuring Blackbear,my ex's best friend,machine gun kelly featuring blackbear,machine gun kelly
2021,24,"""Industry Baby""",Lil Nas X and Jack Harlow,industry baby,lil nas x and jack harlow,lil nas x and jack harlow
2021,25,"""Therefore I Am""",Billie Eilish,therefore i am,billie eilish,billie eilish
2021,26,"""Up""",Cardi B,up,cardi b,cardi b
2021,27,"""Fancy Like""",Walker Hayes,fancy like,walker hayes,walker hayes
2021,28,"""Dakiti""",Bad Bunny and Jhay Cortez,dakiti,bad bunny and jhay cortez,bad bunny and jhay cortez
2021,29,"""Best Friend""",Saweetie featuring Doja Cat,best friend,saweetie featuring doja cat,saweetie
2021,30,"""Rapstar""",Polo G,rapstar,polo g,polo g
2021,31,"""Heartbreak Anniversary""",Giveon,heartbreak anniversary,giveon,giveon
2021,32,"""For the Night""",Pop Smoke featuring Lil Baby and DaBaby,for the night,pop smoke featuring lil baby and dababy,pop smoke
2021,33,"""Calling My Phone""",Lil Tjay and 6lack,calling my phone,lil tjay and 6lack,lil tjay and 6lack
2021,34,"""Beautiful Mistakes""",Maroon 5 featuring Megan Thee Stallion,beautiful mistakes,maroon 5 featuring megan thee stallion,maroon 5
2021,35,"""Holy""",Justin Bieber featuring Chance the Rapper,holy,justin bieber featuring chance the rapper,justin bieber
2021,36,"""On Me""",Lil Baby,on me,lil baby,lil baby
2021,37,"""You Broke Me First""",Tate McRae,you broke me first,tate mcrae,tate mcrae
2021,38,"""Traitor""",Olivia Rodrigo,traitor,olivia rodrigo,olivia rodrigo
2021,39,"""Back in Blood""",Pooh Shiesty featuring Lil Durk,back in blood,pooh shiesty featuring lil durk,pooh shiesty
2021,40,"""I Hope""",Gabby Barrett featuring Charlie Puth,i hope,gabby barrett featuring charlie puth,gabby barrett
2021,41,"""Dynamite""",BTS,dynamite,bts,bts
2021,42,"""Wockesha""",Moneybagg Yo,wockesha,moneybagg yo,moneybagg yo
2021,43,"""You Right""",Doja Cat and the Weeknd,you right,doja cat and the weeknd,doja cat and the weeknd
2021,44,"""Beat Box 2"" / ""Beat Box 3""",SpotemGottem featuring Pooh Shiesty / SpotemGottem featuring DaBaby,"beat box 2"" / ""beat box 3",spotemgottem featuring pooh shiesty / spotemgottem featuring dababy,spotemgottem
2021,45,"""Laugh Now Cry Later""",Drake featuring Lil Durk,laugh now cry later,drake featuring lil durk,drake
2021,46,"""Need to Know""",Doja Cat,need to know,doja cat,doja cat
2021,47,"""Wants and Needs""",Drake featuring Lil Baby,wants and needs,drake featuring lil baby,drake
2021,48,"""Way 2 Sexy""",Drake featuring Future and Young Thug,way 2 sexy,drake featuring future and young thug,drake
2021,49,"""Telepatía""",Kali Uchis,telepatía,kali uchis,kali uchis
2021,50,"""Whoopty""",CJ,whoopty,cj,cj
2021,51,"""Lemonade""",Internet Money and Gunna featuring Don Toliver and Nav,lemonade,internet money and gunna featuring don toliver and nav,internet money and gunna
2021,52,"""Good Days""",SZA,good days,sza,sza
2021,53,"""Starting Over""",Chris Stapleton,starting over,chris stapleton,chris stapleton
2021,54,"""Body""",Megan Thee Stallion,body,megan thee stallion,megan thee stallion
2021,55,"""Willow""",Taylor Swift,willow,taylor swift,taylor swift
2021,56,"""Bang!""",AJR,bang!,ajr,ajr
2021,57,"""Better Together""",Luke Combs,better together,luke combs,luke combs
2021,58,"""You're Mines Still""",Yung Bleu featuring Drake,you're mines still,yung bleu featuring drake,yung bleu
2021,59,"""Every Chance I Get""",DJ Khaled featuring Lil Baby and Lil Durk,every chance i get,dj khaled featuring lil baby and lil durk,dj khaled
2021,60,"""Essence""",Wizkid featuring Justin Bieber and Tems,essence,wizkid featuring justin bieber and tems,wizkid
2021,61,"""Chasing After You""",Ryan Hurd and Maren Morris,chasing after you,ryan hurd and maren morris,ryan hurd and maren morris
2021,62,"""The Good Ones""",Gabby Barrett,the good ones,gabby barrett,gabby barrett
2021,63,"""Leave Before You Love Me""",Marshmello and Jonas Brothers,leave before you love me,marshmello and jonas brothers,marshmello and jonas brothers
2021,64,"""Glad You Exist""",Dan + Shay,glad you exist,dan + shay,dan + shay
2021,65,"""Lonely""",Justin Bieber and Benny Blanco,lonely,justin bieber and benny blanco,justin bieber and benny blanco
2021,66,"""Beggin'""",Måneskin,beggin',måneskin,måneskin
2021,67,"""Streets""",Doja Cat,streets,doja cat,doja cat
2021,68,"""What's Next""",Drake,what's next,drake,drake
2021,69,"""Famous Friends""",Chris Young and Kane Brown,famous friends,chris young and kane brown,chris young and kane brown
2021,70,"""Lil Bit""",Nelly and Florida Georgia Line,lil bit,nelly and florida georgia line,nelly and florida georgia line
2021,71,"""Thot Shit""",Megan Thee Stallion,thot shit,megan thee stallion,megan thee stallion
2021,72,"""Late at Night""",Roddy Ricch,late at night,roddy ricch,roddy ricch
2021,73,"""Kings & Queens""",Ava Max,kings & queens,ava max,ava max
2021,74,"""Anyone""",Justin Bieber,anyone,justin bieber,justin bieber
2021,75,"""Track Star""",Mooski,track star,mooski,mooski
2021,76,"""Time Today""",Moneybagg Yo,time today,moneybagg yo,moneybagg yo
2021,77,"""Cry Baby""",Megan Thee Stallion featuring DaBaby,cry baby,megan thee stallion featuring dababy,megan thee stallion
2021,78,"""All I Want for Christmas Is You""",Mariah Carey,all i want for christmas is you,mariah carey,mariah carey
2021,79,"""No More Parties""",Coi Leray featuring Lil Durk,no more parties,coi leray featuring lil durk,coi leray
2021,80,"""What's Your Country Song""",Thomas Rhett,what's your country song,thomas rhett,thomas rhett
2021,81,"""One Too Many""",Keith Urban and Pink,one too many,keith urban and pink,keith urban and pink
2021,82,"""Arcade""",Duncan Laurence,arcade,duncan laurence,duncan laurence
2021,83,"""Yonaguni""",Bad Bunny,yonaguni,bad bunny,bad bunny
2021,84,"""Good Time""",Niko Moon,good time,niko moon,niko moon
2021,85,"""If I Didn't Love You""",Jason Aldean and Carrie Underwood,if i didn't love you,jason aldean and carrie underwood,jason aldean and carrie underwood
2021,86,"""Knife Talk""",Drake featuring 21 Savage and Project Pat,knife talk,drake featuring 21 savage and project pat,drake
2021,87,"""POV""",Ariana Grande,pov,ariana grande,ariana grande
2021,88,"""Just the Way""",Parmalee and Blanco Brown,just the way,parmalee and blanco brown,parmalee and blanco brown
2021,89,"""Take My Breath""",The Weeknd,take my breath,the weeknd,the weeknd
2021,90,"""We're Good""",Dua Lipa,we're good,dua lipa,dua lipa
2021,91,"""Hell of a View""",Eric Church,hell of a view,eric church,eric church
2021,92,"""Rockin' Around the Christmas Tree""",Brenda Lee,rockin' around the christmas tree,brenda lee,brenda lee
2021,93,"""Put Your Records On""",Ritt Momney,put your records on,ritt momney,ritt momney
2021,94,"""Happier Than Ever""",Billie Eilish,happier than ever,billie eilish,billie eilish
